customer_id,churned,recency_days,frequency,monetary,avg_order_value,n_categories,customer_lifetime_days,purchase_rate,r_score,f_score,m_score,rfm_segment,region,acquisition_channel,age_band
C01638,1,175,1,44.46,44.46,1,0,30.0,3,1,1,Lost,London,Email,45-54
C01639,1,271,1,174.81,174.81,1,0,30.0,2,1,1,Hibernating,Yorkshire,Direct,35-44
C01640,0,2,5,1213.76,242.75,2,28,5.172,5,5,5,Champions,London,Direct,35-44
C01641,1,214,8,2566.84,320.86,3,844,0.284,2,5,5,Cannot Lose Them,South East,Direct,45-54
C01643,0,68,5,1858.65,371.73,3,939,0.16,4,5,5,Champions,South West,Organic Search,18-24
C01644,1,639,1,131.54,131.54,1,0,30.0,1,1,1,Hibernating,South East,Organic Search,18-24
C01645,0,39,1,101.54,101.54,1,0,30.0,4,1,1,Recent Customers,South East,Direct,35-44
C01646,1,184,1,692.86,692.86,1,0,30.0,2,1,4,Hibernating,North West,Social Media,25-34
C01647,1,398,5,701.17,140.23,1,637,0.235,1,5,4,Cannot Lose Them,North East,Email,35-44
C01648,0,24,1,119.91,119.91,1,0,30.0,5,1,1,Recent Customers,Wales,Organic Search,18-24
C01649,1,150,2,93.49,46.74,2,1179,0.051,3,2,1,Lost,London,Organic Search,35-44
C01651,1,515,2,116.81,58.4,2,327,0.183,1,2,1,Hibernating,South East,Organic Search,25-34
C01653,1,226,4,949.76,237.44,1,861,0.139,2,4,4,Cannot Lose Them,Wales,Social Media,35-44
C01654,1,971,1,34.79,34.79,1,0,30.0,1,1,1,Hibernating,Midlands,Organic Search,18-24
C01656,0,3,3,1835.81,611.94,2,12,6.923,5,3,5,Loyal Customers,South West,Organic Search,35-44
C01657,1,392,1,80.99,80.99,1,0,30.0,1,1,1,Hibernating,North West,Direct,55+
C01658,1,288,3,848.38,282.79,2,833,0.108,2,3,4,At Risk,London,Direct,55+
C01660,0,35,2,879.13,439.57,2,982,0.061,4,2,4,Recent Customers,South East,Email,18-24
C01661,0,16,8,3701.96,462.74,3,394,0.608,5,5,5,Champions,North East,Organic Search,25-34
C01662,1,179,3,550.99,183.66,2,901,0.1,2,3,3,At Risk,Scotland,Organic Search,25-34
C01663,1,550,3,246.04,82.01,2,103,0.865,1,3,2,At Risk,North East,Organic Search,35-44
C01664,1,175,4,689.33,172.33,2,86,1.379,3,4,4,Loyal Customers,North East,Paid Search,25-34
C01665,1,266,1,74.02,74.02,1,0,30.0,2,1,1,Hibernating,North West,Email,35-44
C01667,1,372,1,155.09,155.09,1,0,30.0,1,1,1,Hibernating,Midlands,Paid Search,35-44
C01668,1,332,5,639.55,127.91,1,890,0.168,2,5,4,Cannot Lose Them,North East,Social Media,35-44
C01671,1,164,4,602.31,150.58,1,853,0.141,3,4,3,Loyal Customers,London,Social Media,45-54
C01672,1,138,7,1680.87,240.12,3,378,0.554,3,5,5,Loyal Customers,London,Paid Search,25-34
C01673,0,1,3,719.78,239.93,2,41,2.143,5,3,4,Loyal Customers,Scotland,Paid Search,55+
C01674,1,114,3,433.4,144.47,3,521,0.172,3,3,3,Loyal Customers,North West,Organic Search,35-44
C01675,1,841,2,260.18,130.09,1,86,0.69,1,2,2,Hibernating,Yorkshire,Direct,25-34
C01677,1,202,3,584.67,194.89,2,173,0.517,2,3,3,At Risk,Scotland,Email,55+
C01679,1,182,2,623.39,311.7,1,195,0.306,2,2,3,Hibernating,Midlands,Paid Search,35-44
C01680,1,405,9,1577.86,175.32,4,886,0.304,1,5,5,Cannot Lose Them,London,Email,25-34
C01681,1,362,3,1091.09,363.7,2,75,1.184,2,3,5,At Risk,South East,Social Media,35-44
C01682,1,122,9,2383.26,264.81,3,219,1.227,3,5,5,Loyal Customers,Scotland,Organic Search,25-34
C01683,0,89,4,554.08,138.52,3,395,0.303,3,4,3,Loyal Customers,Scotland,Paid Search,25-34
C01684,0,27,1,266.45,266.45,1,0,30.0,5,1,2,Recent Customers,South West,Organic Search,35-44
C01685,0,13,10,1163.95,116.4,3,148,2.013,5,5,5,Champions,London,Referral,18-24
C01687,1,309,2,81.09,40.54,2,184,0.324,2,2,1,Hibernating,Wales,Email,18-24
C01688,1,526,5,559.5,111.9,1,393,0.381,1,5,3,Cannot Lose Them,Midlands,Organic Search,45-54
C01689,0,50,3,828.62,276.21,3,430,0.209,4,3,4,Loyal Customers,Scotland,Social Media,25-34
C01690,1,753,1,192.35,192.35,1,0,30.0,1,1,1,Hibernating,North West,Paid Search,45-54
C01692,0,55,8,1108.52,138.56,3,940,0.255,4,5,5,Champions,South East,Email,18-24
C01693,1,371,2,277.37,138.68,2,151,0.395,1,2,2,Hibernating,North West,Organic Search,25-34
C01694,1,117,4,978.35,244.59,3,845,0.142,3,4,4,Loyal Customers,North East,Paid Search,55+
C01695,1,118,1,59.1,59.1,1,0,30.0,3,1,1,Lost,London,Paid Search,25-34
C01696,0,13,5,2065.9,413.18,1,115,1.293,5,5,5,Champions,Scotland,Paid Search,18-24
C01697,1,117,4,204.05,51.01,3,1051,0.114,3,4,2,Loyal Customers,Yorkshire,Organic Search,25-34
C01698,1,455,1,48.04,48.04,1,0,30.0,1,1,1,Hibernating,South East,Referral,18-24
C01700,0,25,6,1571.88,261.98,2,306,0.586,5,5,5,Champions,Scotland,Email,45-54
C01701,1,628,6,1434.52,239.09,2,819,0.22,1,5,5,Cannot Lose Them,North West,Organic Search,25-34
C01702,1,239,2,94.31,47.16,1,700,0.086,2,2,1,Hibernating,Midlands,Organic Search,25-34
C01703,1,124,3,140.18,46.73,2,752,0.12,3,3,1,Loyal Customers,London,Email,25-34
C01706,1,94,7,1132.69,161.81,3,290,0.722,3,5,5,Loyal Customers,Scotland,Paid Search,25-34
C01707,1,437,3,561.02,187.01,3,846,0.106,1,3,3,At Risk,Yorkshire,Paid Search,25-34
C01709,0,43,9,1063.07,118.12,2,1319,0.205,4,5,5,Champions,London,Email,18-24
C01710,0,35,6,2291.06,381.84,1,394,0.456,4,5,5,Champions,Scotland,Email,55+
C01711,1,129,1,212.81,212.81,1,0,30.0,3,1,2,Lost,Scotland,Email,35-44
C01713,0,17,4,1506.17,376.54,2,239,0.5,5,4,5,Champions,North West,Social Media,18-24
C01714,1,111,6,1677.8,279.63,3,1132,0.159,3,5,5,Loyal Customers,Yorkshire,Email,35-44
C01715,1,529,2,284.63,142.32,2,131,0.455,1,2,2,Hibernating,Scotland,Direct,25-34
C01716,1,133,3,1049.7,349.9,3,493,0.182,3,3,5,Loyal Customers,Wales,Paid Search,25-34
C01717,0,22,2,303.3,151.65,2,582,0.103,5,2,2,Recent Customers,Scotland,Email,18-24
C01718,1,524,2,127.69,63.84,1,136,0.438,1,2,1,Hibernating,North West,Organic Search,25-34
C01719,1,387,1,35.31,35.31,1,0,30.0,1,1,1,Hibernating,London,Paid Search,35-44
C01720,1,694,2,820.0,410.0,1,85,0.698,1,2,4,Hibernating,Scotland,Organic Search,35-44
C01721,1,781,2,618.63,309.32,1,99,0.6,1,2,3,Hibernating,London,Organic Search,45-54
C01722,0,6,3,228.41,76.14,2,315,0.285,5,3,2,Loyal Customers,South West,Email,45-54
C01723,1,749,1,302.93,302.93,1,0,30.0,1,1,2,Hibernating,North West,Paid Search,18-24
C01724,1,101,2,839.08,419.54,2,990,0.061,3,2,4,Lost,London,Paid Search,25-34
C01725,0,63,2,252.32,126.16,1,43,1.364,4,2,2,Recent Customers,North West,Organic Search,55+
C01726,1,932,2,1140.85,570.42,2,179,0.333,1,2,5,Hibernating,Yorkshire,Paid Search,45-54
C01727,1,115,2,134.49,67.24,2,80,0.741,3,2,1,Lost,North West,Organic Search,35-44
C01729,1,106,5,409.86,81.97,1,570,0.263,3,5,3,Loyal Customers,South West,Paid Search,45-54
C01730,1,507,1,156.8,156.8,1,0,30.0,1,1,1,Hibernating,Midlands,Direct,45-54
C01731,0,2,5,627.56,125.51,3,752,0.199,5,5,4,Champions,Scotland,Paid Search,25-34
C01733,1,203,1,149.02,149.02,1,0,30.0,2,1,1,Hibernating,South East,Paid Search,25-34
C01734,0,31,4,376.62,94.16,1,581,0.206,5,4,2,Champions,South West,Organic Search,45-54
C01735,0,44,3,383.28,127.76,2,444,0.202,4,3,2,Loyal Customers,Wales,Social Media,25-34
C01736,1,474,1,138.05,138.05,1,0,30.0,1,1,1,Hibernating,Yorkshire,Email,25-34
C01737,0,36,3,101.68,33.89,3,200,0.448,4,3,1,Loyal Customers,London,Direct,55+
C01738,1,551,1,44.23,44.23,1,0,30.0,1,1,1,Hibernating,North West,Email,25-34
C01739,0,3,2,310.09,155.05,1,580,0.103,5,2,2,Recent Customers,Midlands,Social Media,25-34
C01740,1,142,1,110.28,110.28,1,0,30.0,3,1,1,Lost,Wales,Paid Search,18-24
C01741,1,126,1,505.07,505.07,1,0,30.0,3,1,3,Lost,South East,Organic Search,25-34
C01742,1,202,2,529.86,264.93,2,250,0.239,2,2,3,Hibernating,London,Social Media,45-54
C01743,1,117,1,178.12,178.12,1,0,30.0,3,1,1,Lost,North East,Direct,35-44
C01744,0,19,5,460.18,92.04,3,238,0.628,5,5,3,Champions,Wales,Email,35-44
C01745,0,1,2,240.61,120.3,1,13,4.286,5,2,2,Recent Customers,North West,Email,25-34
C01746,0,31,1,242.49,242.49,1,0,30.0,5,1,2,Recent Customers,North West,Organic Search,35-44
C01749,1,1073,2,117.71,58.86,1,367,0.163,1,2,1,Hibernating,South East,Direct,35-44
C01751,0,79,5,941.91,188.38,2,877,0.171,4,5,4,Champions,London,Paid Search,55+
C01752,1,237,2,67.83,33.92,2,364,0.164,2,2,1,Hibernating,Scotland,Direct,18-24
C01753,0,6,9,1929.04,214.34,5,1195,0.226,5,5,5,Champions,North West,Email,18-24
C01754,1,129,9,1556.06,172.9,2,827,0.326,3,5,5,Loyal Customers,London,Organic Search,25-34
C01755,1,185,1,358.27,358.27,1,0,30.0,2,1,2,Hibernating,Scotland,Email,45-54
C01756,1,125,6,1033.71,172.28,4,574,0.313,3,5,5,Loyal Customers,Scotland,Direct,35-44
C01757,1,95,5,769.69,153.94,5,503,0.298,3,5,4,Loyal Customers,Wales,Organic Search,25-34
C01758,1,128,3,537.86,179.29,2,859,0.105,3,3,3,Loyal Customers,Wales,Social Media,35-44
C01760,1,306,2,111.43,55.72,2,629,0.095,2,2,1,Hibernating,North East,Paid Search,25-34
C01761,1,490,3,430.27,143.42,3,289,0.31,1,3,3,At Risk,Midlands,Organic Search,55+
C01762,1,535,3,407.91,135.97,1,728,0.123,1,3,3,At Risk,South East,Paid Search,18-24
C01763,1,94,3,140.04,46.68,2,636,0.141,3,3,1,Loyal Customers,Yorkshire,Referral,45-54
C01764,1,174,1,135.43,135.43,1,0,30.0,3,1,1,Lost,London,Organic Search,55+
C01765,1,407,1,321.46,321.46,1,0,30.0,1,1,2,Hibernating,London,Direct,55+
C01766,0,88,3,346.89,115.63,2,794,0.113,3,3,2,Loyal Customers,Midlands,Referral,25-34
C01767,1,129,2,304.47,152.24,2,633,0.095,3,2,2,Lost,Scotland,Social Media,45-54
C01768,0,65,3,215.82,71.94,1,194,0.462,4,3,2,Loyal Customers,Wales,Email,45-54
C01769,0,58,3,297.46,99.15,3,961,0.094,4,3,2,Loyal Customers,Yorkshire,Paid Search,25-34
C01770,0,89,7,1390.38,198.63,2,835,0.251,3,5,5,Loyal Customers,London,Organic Search,35-44
C01771,1,453,2,410.15,205.08,1,160,0.373,1,2,3,Hibernating,Wales,Referral,35-44
C01772,1,243,9,2674.56,297.17,2,369,0.73,2,5,5,Cannot Lose Them,Scotland,Organic Search,35-44
C01773,0,75,1,344.22,344.22,1,0,30.0,4,1,2,Recent Customers,London,Referral,45-54
C01774,1,155,1,115.68,115.68,1,0,30.0,3,1,1,Lost,Yorkshire,Paid Search,35-44
C01776,1,287,2,207.07,103.54,1,106,0.561,2,2,2,Hibernating,Scotland,Organic Search,25-34
C01777,1,357,3,521.66,173.89,2,166,0.539,2,3,3,At Risk,North West,Direct,45-54
C01778,0,53,1,289.43,289.43,1,0,30.0,4,1,2,Recent Customers,Yorkshire,Paid Search,45-54
C01779,0,9,3,106.15,35.38,3,221,0.405,5,3,1,Loyal Customers,London,Organic Search,55+
C01780,1,747,5,1146.1,229.22,2,401,0.373,1,5,5,Cannot Lose Them,London,Paid Search,35-44
C01781,0,81,5,1116.8,223.36,2,850,0.176,4,5,5,Champions,South West,Social Media,55+
C01782,0,3,3,825.74,275.25,2,77,1.154,5,3,4,Loyal Customers,London,Organic Search,55+
C01783,0,1,1,192.42,192.42,1,0,30.0,5,1,1,Recent Customers,Scotland,Organic Search,18-24
C01785,1,201,4,515.94,128.98,2,520,0.23,2,4,3,Cannot Lose Them,South West,Organic Search,25-34
C01787,0,25,3,367.86,122.62,3,155,0.577,5,3,2,Loyal Customers,South West,Paid Search,55+
C01788,0,1,8,945.69,118.21,2,370,0.647,5,5,4,Champions,Midlands,Direct,18-24
C01790,0,9,3,658.99,219.66,1,13,6.429,5,3,4,Loyal Customers,South East,Direct,25-34
C01791,1,204,6,1246.36,207.73,3,1019,0.176,2,5,5,Cannot Lose Them,London,Paid Search,55+
C01793,1,210,3,888.8,296.27,2,925,0.097,2,3,4,At Risk,North East,Email,25-34
C01794,1,190,3,661.68,220.56,2,771,0.117,2,3,4,At Risk,South East,Organic Search,45-54
C01795,1,389,1,282.37,282.37,1,0,30.0,1,1,2,Hibernating,London,Paid Search,25-34
C01796,0,73,4,508.91,127.23,4,231,0.517,4,4,3,Champions,Yorkshire,Direct,25-34
C01797,1,338,1,45.9,45.9,1,0,30.0,2,1,1,Hibernating,London,Email,35-44
C01798,0,32,2,378.55,189.28,2,2,20.0,5,2,2,Recent Customers,North West,Paid Search,25-34
C01799,0,86,2,74.03,37.02,1,49,1.2,3,2,1,Lost,North West,Organic Search,45-54
C01800,1,414,3,283.54,94.51,2,166,0.539,1,3,2,At Risk,South West,Organic Search,25-34
C01801,1,502,5,721.39,144.28,2,576,0.26,1,5,4,Cannot Lose Them,London,Organic Search,45-54
C01802,1,163,3,907.1,302.37,2,351,0.256,3,3,4,Loyal Customers,North West,Social Media,25-34
C01803,0,7,8,1313.12,164.14,3,338,0.708,5,5,5,Champions,North West,Organic Search,25-34
C01804,1,116,5,657.34,131.47,2,745,0.201,3,5,4,Loyal Customers,North East,Organic Search,18-24
C01805,0,53,6,1825.05,304.18,2,1114,0.161,4,5,5,Champions,Scotland,Referral,45-54
C01806,1,143,1,163.96,163.96,1,0,30.0,3,1,1,Lost,South East,Social Media,35-44
C01808,1,649,1,121.22,121.22,1,0,30.0,1,1,1,Hibernating,Scotland,Organic Search,35-44
C01810,1,273,6,1676.05,279.34,3,670,0.268,2,5,5,Cannot Lose Them,London,Organic Search,18-24
C01811,0,76,4,290.93,72.73,2,346,0.346,4,4,2,Champions,South East,Paid Search,45-54
C01812,1,661,2,317.62,158.81,1,263,0.227,1,2,2,Hibernating,Midlands,Email,35-44
C01813,0,49,3,1205.99,402.0,2,994,0.09,4,3,5,Loyal Customers,South East,Organic Search,35-44
C01814,1,311,3,549.55,183.18,1,193,0.464,2,3,3,At Risk,South West,Organic Search,18-24
C01815,0,5,4,830.86,207.72,1,18,6.316,5,4,4,Champions,Yorkshire,Email,55+
C01816,0,28,1,223.57,223.57,1,0,30.0,5,1,2,Recent Customers,Yorkshire,Paid Search,55+
C01818,1,229,4,530.08,132.52,2,471,0.254,2,4,3,Cannot Lose Them,London,Social Media,55+
C01820,1,182,2,299.47,149.73,1,141,0.423,2,3,2,At Risk,London,Organic Search,25-34
C01821,1,103,7,2371.13,338.73,3,638,0.329,3,5,5,Loyal Customers,South East,Paid Search,25-34
C01822,1,325,1,404.91,404.91,1,0,30.0,2,1,3,Hibernating,North West,Organic Search,18-24
C01823,1,382,1,323.5,323.5,1,0,30.0,1,1,2,Hibernating,North East,Direct,18-24
C01824,1,672,3,336.95,112.32,1,170,0.526,1,3,2,At Risk,South West,Organic Search,18-24
C01825,1,540,3,615.87,205.29,3,429,0.209,1,3,3,At Risk,Wales,Email,35-44
C01826,0,74,4,761.82,190.46,1,117,1.017,4,4,4,Champions,North West,Email,55+
C01827,0,90,1,533.33,533.33,1,0,30.0,3,1,3,Lost,North East,Organic Search,18-24
C01828,1,164,4,626.16,156.54,3,352,0.34,3,4,4,Loyal Customers,South West,Email,55+
C01829,0,62,3,628.45,209.48,2,306,0.293,4,3,4,Loyal Customers,North West,Social Media,25-34
C01830,1,232,3,524.55,174.85,2,696,0.129,2,3,3,At Risk,North East,Email,35-44
C01831,0,10,1,114.95,114.95,1,0,30.0,5,1,1,Recent Customers,North West,Direct,55+
C01832,1,217,2,567.82,283.91,1,159,0.375,2,3,3,At Risk,Scotland,Paid Search,25-34
C01833,0,68,2,243.24,121.62,1,65,0.909,4,3,2,Loyal Customers,South East,Organic Search,55+
C01835,0,34,3,406.18,135.39,1,150,0.596,4,3,3,Loyal Customers,South East,Paid Search,55+
C01837,1,320,3,564.3,188.1,1,327,0.274,2,3,3,At Risk,South West,Organic Search,18-24
C01838,0,74,1,217.26,217.26,1,0,30.0,4,1,2,Recent Customers,London,Organic Search,25-34
C01839,0,88,2,150.01,75.0,2,458,0.131,3,3,1,Loyal Customers,Scotland,Direct,35-44
C01840,0,61,3,284.0,94.67,1,364,0.247,4,3,2,Loyal Customers,London,Organic Search,25-34
C01842,1,365,3,328.53,109.51,1,146,0.612,1,3,2,At Risk,North West,Email,25-34
C01844,1,133,2,137.83,68.92,1,180,0.331,3,3,1,Loyal Customers,Scotland,Social Media,35-44
C01845,1,614,1,321.47,321.47,1,0,30.0,1,1,2,Hibernating,Midlands,Paid Search,25-34
C01846,0,11,2,215.96,107.98,1,59,1.0,5,3,2,Loyal Customers,Scotland,Email,18-24
C01848,1,296,3,376.43,125.48,3,604,0.149,2,3,2,At Risk,Yorkshire,Paid Search,18-24
C01849,1,258,1,108.82,108.82,1,0,30.0,2,1,1,Hibernating,South West,Organic Search,25-34
C01850,0,43,2,184.36,92.18,2,92,0.645,4,3,1,Loyal Customers,London,Organic Search,45-54
C01852,1,216,1,55.99,55.99,1,0,30.0,2,1,1,Hibernating,South East,Email,55+
C01853,1,505,1,55.7,55.7,1,0,30.0,1,1,1,Hibernating,North West,Paid Search,25-34
C01854,1,313,3,338.74,112.91,2,93,0.957,2,3,2,At Risk,Scotland,Organic Search,35-44
C01855,0,72,5,1169.77,233.95,3,520,0.288,4,5,5,Champions,North West,Paid Search,35-44
C01856,0,34,1,284.1,284.1,1,0,30.0,4,1,2,Recent Customers,London,Organic Search,25-34
C01858,0,47,1,397.31,397.31,1,0,30.0,4,1,3,Recent Customers,South West,Email,35-44
C01859,1,93,5,1094.59,218.92,2,378,0.396,3,5,5,Loyal Customers,North West,Organic Search,45-54
C01860,1,219,5,644.41,128.88,2,932,0.161,2,5,4,Cannot Lose Them,North East,Organic Search,25-34
C01861,0,60,4,878.37,219.59,1,156,0.764,4,4,4,Champions,Yorkshire,Email,55+
C01863,0,63,1,353.9,353.9,1,0,30.0,4,1,2,Recent Customers,North West,Referral,25-34
C01864,1,344,2,167.91,83.96,2,74,0.8,2,3,1,At Risk,North West,Organic Search,55+
C01865,1,238,2,209.2,104.6,2,116,0.513,2,3,2,At Risk,Wales,Paid Search,45-54
C01866,0,35,4,696.05,174.01,2,403,0.297,4,4,4,Champions,London,Email,35-44
C01867,1,136,2,461.58,230.79,2,24,2.4,3,3,3,Loyal Customers,Wales,Paid Search,25-34
C01868,1,374,2,453.68,226.84,1,377,0.159,1,3,3,At Risk,North East,Organic Search,25-34
C01870,1,381,1,170.65,170.65,1,0,30.0,1,1,1,Hibernating,North West,Email,25-34
C01871,1,112,3,247.21,82.4,2,927,0.097,3,3,2,Loyal Customers,North East,Organic Search,25-34
C01872,1,226,2,430.92,215.46,2,158,0.377,2,3,3,At Risk,North West,Social Media,35-44
C01875,0,47,3,115.74,38.58,1,195,0.459,4,3,1,Loyal Customers,South East,Organic Search,45-54
C01876,0,6,5,1201.98,240.4,3,655,0.229,5,5,5,Champions,North West,Paid Search,35-44
C01877,1,377,3,600.44,200.15,2,454,0.198,1,3,3,At Risk,Scotland,Email,25-34
C01878,1,308,1,59.17,59.17,1,0,30.0,2,2,1,Hibernating,Midlands,Email,25-34
C01879,1,105,4,390.22,97.56,2,120,0.992,3,4,3,Loyal Customers,South East,Organic Search,18-24
C01880,1,432,1,172.21,172.21,1,0,30.0,1,2,1,Hibernating,Scotland,Social Media,45-54
C01881,0,26,6,2738.47,456.41,2,121,1.475,5,5,5,Champions,Yorkshire,Email,25-34
C01882,0,2,2,516.42,258.21,1,27,2.143,5,3,3,Loyal Customers,London,Organic Search,25-34
C01883,0,35,6,901.47,150.24,4,695,0.259,4,5,4,Champions,North West,Email,25-34
C01884,1,95,4,1557.52,389.38,1,44,2.667,3,4,5,Loyal Customers,South East,Email,25-34
C01885,0,5,1,109.41,109.41,1,0,30.0,5,2,1,Recent Customers,Scotland,Social Media,25-34
C01886,0,39,3,559.06,186.35,3,981,0.092,4,3,3,Loyal Customers,Scotland,Paid Search,18-24
C01887,0,15,4,644.15,161.04,2,225,0.531,5,4,4,Champions,North West,Organic Search,35-44
C01888,1,457,1,108.9,108.9,1,0,30.0,1,2,1,Hibernating,South West,Social Media,25-34
C01889,1,110,8,828.6,103.58,4,1092,0.22,3,5,4,Loyal Customers,North West,Organic Search,35-44
C01890,1,255,1,533.67,533.67,1,0,30.0,2,2,3,Hibernating,South West,Organic Search,35-44
C01891,1,1222,1,54.02,54.02,1,0,30.0,1,2,1,Hibernating,London,Social Media,35-44
C01892,1,582,5,426.88,85.38,2,801,0.187,1,5,3,Cannot Lose Them,London,Organic Search,35-44
C01893,0,70,2,195.62,97.81,2,493,0.121,4,3,1,Loyal Customers,North West,Organic Search,35-44
C01895,1,144,3,147.99,49.33,1,321,0.28,3,3,1,Loyal Customers,Scotland,Direct,45-54
C01896,1,224,2,605.84,302.92,2,18,3.158,2,3,3,At Risk,North West,Organic Search,35-44
C01897,1,454,5,270.44,54.09,1,772,0.194,1,5,2,Cannot Lose Them,Yorkshire,Organic Search,45-54
C01899,0,53,3,606.55,202.18,1,392,0.229,4,3,3,Loyal Customers,North West,Organic Search,18-24
C01900,1,271,4,935.13,233.78,2,201,0.594,2,4,4,Cannot Lose Them,South West,Email,25-34
C01901,1,160,2,261.08,130.54,1,326,0.183,3,3,2,Loyal Customers,North West,Email,35-44
C01902,1,448,4,883.41,220.85,2,812,0.148,1,4,4,Cannot Lose Them,London,Social Media,45-54
C01903,0,35,3,183.28,61.09,2,54,1.636,4,3,1,Loyal Customers,North West,Organic Search,35-44
C01904,1,117,4,1119.98,280.0,2,554,0.216,3,4,5,Loyal Customers,Midlands,Organic Search,35-44
C01906,0,69,4,585.74,146.44,2,367,0.326,4,4,3,Champions,Wales,Social Media,25-34
C01907,0,51,5,579.86,115.97,2,217,0.688,4,5,3,Champions,South West,Organic Search,25-34
C01908,0,15,5,1343.89,268.78,2,980,0.153,5,5,5,Champions,Yorkshire,Social Media,25-34
C01909,0,78,9,2914.18,323.8,2,537,0.502,4,5,5,Champions,London,Social Media,35-44
C01910,1,468,1,72.38,72.38,1,0,30.0,1,2,1,Hibernating,London,Email,45-54
C01911,1,332,2,301.25,150.62,1,748,0.08,2,3,2,At Risk,Midlands,Organic Search,35-44
C01912,1,349,3,965.55,321.85,1,271,0.331,2,3,4,At Risk,South East,Email,35-44
C01914,1,105,2,585.1,292.55,1,385,0.155,3,3,3,Loyal Customers,Midlands,Paid Search,18-24
C01915,1,989,2,829.8,414.9,2,15,3.75,1,3,4,At Risk,South East,Social Media,25-34
C01917,0,49,2,441.0,220.5,2,792,0.076,4,3,3,Loyal Customers,South West,Direct,55+
C01918,1,254,1,399.19,399.19,1,0,30.0,2,2,3,Hibernating,Scotland,Email,35-44
C01919,1,257,1,345.09,345.09,1,0,30.0,2,2,2,Hibernating,Yorkshire,Organic Search,25-34
C01920,0,51,6,832.2,138.7,5,244,0.735,4,5,4,Champions,London,Email,35-44
C01921,1,166,3,662.24,220.75,2,441,0.204,3,3,4,Loyal Customers,Yorkshire,Direct,55+
C01923,0,82,4,260.03,65.01,3,743,0.161,4,4,2,Champions,Scotland,Email,18-24
C01924,0,30,6,545.21,90.87,3,404,0.444,5,5,3,Champions,Scotland,Paid Search,35-44
C01925,1,301,3,862.35,287.45,2,271,0.331,2,3,4,At Risk,Scotland,Organic Search,18-24
C01926,1,1210,2,706.51,353.26,2,74,0.8,1,3,4,At Risk,Scotland,Paid Search,25-34
C01927,0,8,3,366.12,122.04,2,72,1.233,5,3,2,Loyal Customers,Midlands,Organic Search,45-54
C01928,1,170,8,1450.77,181.35,3,830,0.289,3,5,5,Loyal Customers,North East,Organic Search,25-34
C01931,0,27,3,221.74,73.91,2,149,0.6,5,3,2,Loyal Customers,London,Email,55+
C01932,1,665,1,75.36,75.36,1,0,30.0,1,2,1,Hibernating,Wales,Social Media,45-54
C01933,0,38,5,835.07,167.01,2,597,0.251,4,5,4,Champions,South East,Direct,25-34
C01934,0,16,3,888.63,296.21,3,27,3.214,5,3,4,Loyal Customers,Scotland,Direct,18-24
C01936,1,98,1,173.17,173.17,1,0,30.0,3,2,1,Lost,Yorkshire,Email,45-54
C01937,0,9,3,684.86,228.29,1,34,2.571,5,3,4,Loyal Customers,South West,Referral,25-34
C01938,1,799,5,1457.95,291.59,2,457,0.328,1,5,5,Cannot Lose Them,Scotland,Paid Search,45-54
C01939,0,26,2,350.21,175.1,1,488,0.123,5,3,2,Loyal Customers,North West,Referral,55+
C01940,1,788,3,397.38,132.46,2,43,2.045,1,3,3,At Risk,South East,Paid Search,18-24
C01941,1,267,3,701.09,233.7,1,400,0.224,2,3,4,At Risk,North West,Paid Search,35-44
C01942,1,207,4,299.24,74.81,2,931,0.129,2,4,2,Cannot Lose Them,Scotland,Paid Search,45-54
C01943,1,259,2,365.95,182.98,1,26,2.222,2,3,2,At Risk,London,Social Media,25-34
C01945,0,67,2,435.11,217.56,1,133,0.448,4,3,3,Loyal Customers,Midlands,Paid Search,45-54
C01946,1,1141,2,233.07,116.54,2,81,0.732,1,3,2,At Risk,Midlands,Email,35-44
C01947,1,255,2,440.77,220.38,2,32,1.818,2,3,3,At Risk,Scotland,Direct,55+
C01948,0,66,3,434.68,144.89,3,316,0.284,4,4,3,Champions,Scotland,Direct,35-44
C01950,1,230,1,358.3,358.3,1,0,30.0,2,2,2,Hibernating,Wales,Direct,45-54
C01951,0,10,6,1768.09,294.68,3,388,0.463,5,5,5,Champions,North West,Paid Search,25-34
C01952,1,355,5,858.91,171.78,3,852,0.176,2,5,4,Cannot Lose Them,Midlands,Social Media,55+
C01953,1,214,5,733.8,146.76,2,816,0.184,2,5,4,Cannot Lose Them,Yorkshire,Organic Search,35-44
C01954,0,85,5,713.3,142.66,1,111,1.339,4,5,4,Champions,South West,Email,35-44
C01956,1,142,2,462.6,231.3,1,600,0.1,3,3,3,Loyal Customers,North West,Email,45-54
C01958,1,1123,1,528.93,528.93,1,0,30.0,1,2,3,Hibernating,South West,Email,25-34
C01959,1,176,1,55.74,55.74,1,0,30.0,3,2,1,Lost,Scotland,Paid Search,18-24
C01960,0,47,2,478.58,239.29,1,107,0.556,4,3,3,Loyal Customers,London,Direct,35-44
C01961,0,1,4,578.77,144.69,3,1271,0.094,5,4,3,Champions,Midlands,Social Media,18-24
C01962,1,91,7,967.93,138.28,2,170,1.228,3,5,4,Loyal Customers,Midlands,Paid Search,25-34
C01963,1,110,2,274.11,137.06,1,71,0.833,3,3,2,Loyal Customers,Midlands,Email,25-34
C01965,1,475,3,185.82,61.94,2,191,0.469,1,4,1,Cannot Lose Them,North West,Paid Search,25-34
